session_date,source,sessions,bounce_rate
2025-06-19,FB,46,0.526
2025-06-19,Email,4,0.496
2025-06-19,google-ads,15,0.366
2025-06-19,google / organic,1,0.434
2025-06-19,organic,4,0.44
2025-06-19,Email,9,0.376
2025-06-19,AFFILIATE,7,0.611
2025-06-19,google / cpc,30,0.489
2025-06-19,google / cpc,22,0.499
2025-06-19,klaviyo,4,0.463
2025-06-19,(organic),3,0.362
2025-06-20,AFFILIATE,8,0.656
2025-06-20,seo,2,0.495
2025-06-20,FB,30,0.579
2025-06-20,googleads,32,0.624
2025-06-20,email-campaign,23,0.431
2025-06-20,googleads,39,0.429
2025-06-20,organic,8,0.344
2025-06-20,meta / social,26,0.62
2025-06-20,affiliate / partner,13,0.604
2025-06-21,adwords,24,0.581
2025-06-21,aff,5,0.587
2025-06-21,google / organic,4,0.525
2025-06-21,meta / social,20,0.544
2025-06-21,affiliate / partner,11,0.633
2025-06-21,googleads,31,0.547
2025-06-21,seo,4,0.32
2025-06-21,facebook / paid,21,0.582
2025-06-21,Email,11,0.423
2025-06-22,email-campaign,7,0.527
2025-06-22,fb_paid,34,0.57
2025-06-22,email-campaign,5,0.424
2025-06-22,organic,6,0.43
2025-06-22,meta / social,23,0.635
2025-06-22,googleads,74,0.47
2025-06-22,aff,22,0.735
2025-06-22,organic,5,0.441
2025-06-22,email-campaign,9,0.597
2025-06-23,email / newsletter,3,0.493
2025-06-23,affiliate / partner,9,0.62
2025-06-23,FB,58,0.57
2025-06-23,AFFILIATE,8,0.632
2025-06-23,AFFILIATE,8,0.682
2025-06-23,google / cpc,37,0.475
2025-06-23,klaviyo,3,0.557
2025-06-23,seo,5,0.443
2025-06-23,google-ads,44,0.524
2025-06-23,seo,7,0.353
2025-06-24,FB,58,0.529
2025-06-24,adwords,26,0.4
2025-06-24,organic,2,0.431
2025-06-24,organic,5,0.282
2025-06-24,email / newsletter,5,0.554
2025-06-24,klaviyo,-8,0.402
2025-06-24,partner-network,20,0.62
2025-06-24,organic,4,0.379
2025-06-24,google-ads,31,0.603
2025-06-25,facebook / paid,16,0.542
2025-06-25,AFFILIATE,3,0.707
2025-06-25,google / cpc,83,0.5
2025-06-25,fb_paid,21,0.586
2025-06-25,partner-network,4,0.65
2025-06-25,klaviyo,13,0.42
2025-06-25,organic,10,0.391
2025-06-25,fb_paid,14,0.566
2025-06-26,google / organic,6,0.381
2025-06-26,email / newsletter,5,0.507
2025-06-26,facebook / paid,38,0.633
2025-06-26,klaviyo,4,0.435
2025-06-26,(organic),5,0.425
2025-06-26,email / newsletter,3,0.441
2025-06-26,fb_paid,24,0.597
2025-06-26,affiliate / partner,16,0.633
2025-06-26,adwords,92,0.441
2025-06-27,adwords,29,0.502
2025-06-27,Email,17,0.423
2025-06-27,aff,11,0.527
2025-06-27,organic,13,0.409
2025-06-27,FB,22,0.571
2025-06-27,adwords,34,0.501
2025-06-27,FB,26,0.605
2025-06-27,affiliate / partner,13,0.583
2025-06-28,aff,6,0.563
2025-06-28,AFFILIATE,3,0.654
2025-06-28,email / newsletter,5,0.448
2025-06-28,email / newsletter,5,0.529
2025-06-28,seo,3,0.527
2025-06-28,affiliate / partner,8,0.65
2025-06-28,FB,26,0.537
2025-06-28,fb_paid,33,0.515
2025-06-28,google / organic,6,0.477
2025-06-28,google / cpc,69,0.453
2025-06-28,email / newsletter,3,0.343
2025-06-29,aff,8,0.664
2025-06-29,(organic),1,0.416
2025-06-29,meta / social,53,0.579
2025-06-29,fb_paid,36,0.551
2025-06-29,google-ads,48,0.419
2025-06-29,klaviyo,5,0.527
2025-06-29,email / newsletter,2,0.43
2025-06-29,google / cpc,34,0.397
2025-06-29,(organic),6,0.357
2025-06-29,(organic),8,0.407
2025-06-29,Email,3,0.471
2025-06-29,AFFILIATE,13,0.659
2025-06-30,email-campaign,2,0.425
2025-06-30,klaviyo,5,0.511
2025-06-30,affiliate / partner,10,0.752
2025-06-30,google-ads,44,0.479
2025-06-30,fb_paid,40,0.571
2025-06-30,(organic),5,0.398
2025-06-30,google / cpc,40,0.443
2025-06-30,email / newsletter,3,0.491
2025-06-30,partner-network,13,0.6
2025-07-01,facebook / paid,82,0.518
2025-07-01,seo,14,0.353
2025-07-01,email / newsletter,4,0.468
2025-07-01,google-ads,71,0.475
2025-07-01,seo,5,0.478
2025-07-01,aff,8,0.648
2025-07-01,affiliate / partner,8,0.674
2025-07-01,email / newsletter,3,0.398
2025-07-01,email / newsletter,6,0.574
2025-07-02,email-campaign,3,0.406
2025-07-02,FB,41,0.587
2025-07-02,klaviyo,1,0.462
2025-07-02,Email,1,0.479
2025-07-02,seo,8,0.408
2025-07-02,google / cpc,55,0.537
2025-07-02,affiliate / partner,23,0.658
2025-07-02,fb_paid,40,0.498
2025-07-03,email-campaign,5,0.328
2025-07-03,meta / social,28,0.494
2025-07-03,partner-network,11,0.661
2025-07-03,klaviyo,3,0.454
2025-07-03,facebook / paid,29,0.651
2025-07-03,aff,12,0.722
2025-07-03,seo,3,0.419
2025-07-03,googleads,71,0.46
2025-07-03,seo,6,0.377
2025-07-04,google / organic,7,0.463
2025-07-04,klaviyo,7,0.376
2025-07-04,facebook / paid,31,0.545
2025-07-04,aff,7,0.502
2025-07-04,partner-network,2,0.618
2025-07-04,meta / social,33,0.573
2025-07-04,(organic),7,0.445
2025-07-04,adwords,54,0.468
2025-07-04,Email,4,0.464
2025-07-04,partner-network,6,0.596
2025-07-04,google-ads,51,0.447
2025-07-05,fb_paid,40,0.614
2025-07-05,(organic),2,0.397
2025-07-05,googleads,73,0.405
2025-07-05,seo,1,0.444
2025-07-05,affiliate / partner,11,0.664
2025-07-05,partner-network,9,0.609
2025-07-05,email-campaign,3,0.358
2025-07-05,klaviyo,3,0.406
2025-07-05,email / newsletter,1,0.395
2025-07-06,seo,5,0.416
2025-07-06,Email,5,0.389
2025-07-06,organic,9,0.444
2025-07-06,google / cpc,24,0.626
2025-07-06,googleads,35,0.5
2025-07-06,googleads,26,0.452
2025-07-06,klaviyo,5,0.394
2025-07-06,affiliate / partner,25,0.645
2025-07-06,meta / social,63,0.659
2025-07-07,email / newsletter,5,0.384
2025-07-07,FB,15,0.586
2025-07-07,google / organic,3,0.46
2025-07-07,email-campaign,5,0.448
2025-07-07,FB,23,0.595
2025-07-07,aff,9,0.654
2025-07-07,adwords,47,0.536
2025-07-07,googleads,44,0.431
2025-07-07,affiliate / partner,12,0.564
2025-07-07,(organic),5,0.3
2025-07-07,email-campaign,2,0.372
2025-07-08,google-ads,33,0.572
2025-07-08,google / organic,2,0.403
2025-07-08,klaviyo,7,0.376
2025-07-08,google / organic,3,0.433
2025-07-08,google-ads,34,0.427
2025-07-08,facebook / paid,36,0.62
2025-07-08,affiliate / partner,8,0.714
2025-07-08,(organic),4,0.444
2025-07-08,partner-network,7,0.557
2025-07-08,email / newsletter,5,0.475
2025-07-08,meta / social,38,0.556
2025-07-08,affiliate / partner,4,0.557
2025-07-09,klaviyo,9,0.424
2025-07-09,FB,43,0.654
2025-07-09,email / newsletter,2,0.511
2025-07-09,aff,2,0.723
2025-07-09,organic,3,0.397
2025-07-09,google / organic,6,0.562
2025-07-09,adwords,48,0.462
2025-07-09,aff,5,0.568
2025-07-09,google / cpc,44,0.372
2025-07-09,affiliate / partner,6,0.646
2025-07-10,google-ads,24,0.44
2025-07-10,affiliate / partner,12,0.606
2025-07-10,FB,25,0.667
2025-07-10,google / organic,1,0.445
2025-07-10,google-ads,24,0.449
2025-07-10,email / newsletter,7,0.341
2025-07-10,(organic),6,0.486
2025-07-10,google / cpc,28,0.537
2025-07-10,affiliate / partner,12,0.62
2025-07-10,meta / social,30,0.596
2025-07-10,email-campaign,2,0.508
2025-07-10,(organic),1,0.303
2025-07-10,email-campaign,7,0.448
2025-07-11,organic,11,0.368
2025-07-11,google-ads,46,0.432
2025-07-11,AFFILIATE,21,0.563
2025-07-11,Email,6,0.489
2025-07-11,google-ads,45,0.511
2025-07-11,fb_paid,39,0.556
2025-07-11,email / newsletter,2,0.532
2025-07-11,organic,5,0.347
2025-07-12,(organic),3,0.396
2025-07-12,FB,54,0.608
2025-07-12,organic,10,0.44
2025-07-12,adwords,33,0.441
2025-07-12,aff,17,0.545
2025-07-12,Email,4,0.404
2025-07-12,googleads,37,0.38
2025-07-12,klaviyo,4,0.47
2025-07-13,AFFILIATE,4,0.617
2025-07-13,email-campaign,12,0.435
2025-07-13,(organic),4,0.426
2025-07-13,aff,7,0.704
2025-07-13,fb_paid,56,0.52
2025-07-13,(organic),4,0.419
2025-07-13,email-campaign,3,0.471
2025-07-13,(organic),1,0.426
2025-07-13,google-ads,64,0.502
2025-07-14,meta / social,37,0.558
2025-07-14,seo,13,0.396
2025-07-14,google-ads,74,0.547
2025-07-14,affiliate / partner,11,0.516
2025-07-14,email / newsletter,4,0.445
2025-07-14,FB,32,0.502
2025-07-14,googleads,61,0.405
2025-07-14,email / newsletter,7,0.366
2025-07-14,affiliate / partner,12,0.603
2025-07-15,googleads,32,0.568
2025-07-15,google / cpc,39,0.503
2025-07-15,(organic),7,0.458
2025-07-15,facebook / paid,55,0.57
2025-07-15,google-ads,34,0.454
2025-07-15,AFFILIATE,10,0.666
2025-07-15,Email,11,0.475
2025-07-15,aff,6,0.672
2025-07-15,partner-network,4,0.697
2025-07-16,partner-network,12,0.704
2025-07-16,email-campaign,8,0.436
2025-07-16,facebook / paid,34,0.573
2025-07-16,organic,3,0.378
2025-07-16,googleads,44,0.486
2025-07-16,adwords,30,0.409
2025-07-16,meta / social,38,0.66
2025-07-16,Email,3,0.385
2025-07-16,AFFILIATE,7,0.664
2025-07-17,(organic),4,0.358
2025-07-17,adwords,61,0.487
2025-07-17,FB,77,0.579
2025-07-17,google / organic,5,0.473
2025-07-17,email / newsletter,15,0.413
2025-07-17,AFFILIATE,7,0.558
2025-07-17,AFFILIATE,10,0.6
2025-07-17,affiliate / partner,7,0.684
2025-07-17,seo,5,0.403
2025-07-18,google / cpc,24,0.5
2025-07-18,google / organic,13,0.366
2025-07-18,google / cpc,31,0.502
2025-07-18,meta / social,40,0.591
2025-07-18,email / newsletter,3,0.455
2025-07-18,email-campaign,5,0.366
2025-07-18,AFFILIATE,7,0.572
2025-07-18,fb_paid,18,0.667
2025-07-18,affiliate / partner,6,0.575
2025-07-19,google-ads,104,0.498
2025-07-19,seo,6,0.469
2025-07-19,seo,2,0.318
2025-07-19,meta / social,17,0.601
2025-07-19,email-campaign,4,0.473
2025-07-19,meta / social,24,0.556
2025-07-19,AFFILIATE,7,0.671
2025-07-19,affiliate / partner,4,0.602
2025-07-19,email-campaign,6,0.526
2025-07-20,aff,8,0.663
2025-07-20,klaviyo,8,0.342
2025-07-20,facebook / paid,26,0.597
2025-07-20,seo,2,0.307
2025-07-20,google-ads,58,0.446
2025-07-20,google / organic,3,0.306
2025-07-20,fb_paid,27,0.576
2025-07-20,AFFILIATE,6,0.608
2025-07-20,googleads,57,0.492
2025-07-21,google / cpc,96,0.537
2025-07-21,fb_paid,34,0.547
2025-07-21,meta / social,31,0.49
2025-07-21,seo,10,0.48
2025-07-21,partner-network,21,0.68
2025-07-21,email / newsletter,17,0.455
2025-07-22,organic,2,0.554
2025-07-22,seo,6,0.388
2025-07-22,adwords,84,0.576
2025-07-22,aff,21,0.687
2025-07-22,FB,28,0.575
2025-07-22,klaviyo,17,0.459
2025-07-22,meta / social,17,0.549
2025-07-23,organic,11,0.498
2025-07-23,meta / social,56,0.607
2025-07-23,email-campaign,-4,0.471
2025-07-23,Email,9,0.46
2025-07-23,AFFILIATE,13,0.685
2025-07-23,google / cpc,112,0.476
2025-07-24,affiliate / partner,16,0.623
2025-07-24,klaviyo,11,0.398
2025-07-24,organic,10,0.422
2025-07-24,organic,9,0.507
2025-07-24,google / cpc,101,0.529
2025-07-24,FB,77,0.587
2025-07-25,Email,2,0.442
2025-07-25,facebook / paid,20,0.51
2025-07-25,facebook / paid,15,0.567
2025-07-25,googleads,43,0.488
2025-07-25,AFFILIATE,6,0.576
2025-07-25,googleads,42,0.546
2025-07-25,aff,10,0.676
2025-07-25,seo,15,0.417
2025-07-26,fb_paid,55,0.521
2025-07-26,googleads,28,0.461
2025-07-26,partner-network,6,0.583
2025-07-26,seo,10,0.349
2025-07-26,email-campaign,6,0.451
2025-07-26,partner-network,5,0.621
2025-07-26,Email,4,0.443
2025-07-26,google-ads,26,0.493
2025-07-26,organic,6,0.284
2025-07-27,(organic),4,0.355
2025-07-27,(organic),1,0.317
2025-07-27,Email,5,0.581
2025-07-27,aff,10,0.743
2025-07-27,google / cpc,96,0.401
2025-07-27,affiliate / partner,10,0.592
2025-07-27,email-campaign,4,0.395
2025-07-27,facebook / paid,58,0.506
2025-07-28,seo,6,0.419
2025-07-28,affiliate / partner,9,0.6
2025-07-28,googleads,44,0.508
2025-07-28,meta / social,27,0.516
2025-07-28,klaviyo,5,0.395
2025-07-28,email / newsletter,2,0.518
2025-07-28,email / newsletter,6,0.331
2025-07-28,AFFILIATE,3,0.677
2025-07-28,google-ads,46,0.463
2025-07-28,meta / social,23,0.542
2025-07-28,organic,5,0.388
2025-07-28,seo,2,0.368
2025-07-29,Email,4,0.412
2025-07-29,aff,17,0.67
2025-07-29,email / newsletter,4,0.321
2025-07-29,seo,4,0.417
2025-07-29,googleads,36,0.499
2025-07-29,google / cpc,32,0.559
2025-07-29,meta / social,53,0.479
2025-07-29,AFFILIATE,15,0.595
2025-07-30,seo,1,0.451
2025-07-30,affiliate / partner,13,0.644
2025-07-30,googleads,56,0.452
2025-07-30,email / newsletter,17,0.389
2025-07-30,organic,2,0.395
2025-07-30,FB,63,0.52
2025-07-31,organic,7,0.508
2025-07-31,google / cpc,69,0.448
2025-07-31,partner-network,9,0.694
2025-07-31,klaviyo,9,0.368
2025-07-31,klaviyo,7,0.481
2025-07-31,fb_paid,58,0.438
2025-07-31,google / organic,8,0.382
2025-08-01,google / organic,5,0.439
2025-08-01,google-ads,90,0.479
2025-08-01,FB,-23,0.646
2025-08-01,affiliate / partner,6,0.6
2025-08-01,google / organic,3,0.465
2025-08-01,AFFILIATE,7,0.764
2025-08-01,seo,2,0.447
2025-08-01,AFFILIATE,6,0.551
2025-08-01,meta / social,29,0.665
2025-08-01,email-campaign,8,0.412
2025-08-02,AFFILIATE,2,0.555
2025-08-02,meta / social,52,0.649
2025-08-02,email / newsletter,6,0.447
2025-08-02,partner-network,2,0.651
2025-08-02,klaviyo,2,0.486
2025-08-02,google / organic,4,0.408
2025-08-02,partner-network,4,0.735
2025-08-02,(organic),1,0.463
2025-08-02,google-ads,59,0.534
2025-08-03,email / newsletter,4,0.44
2025-08-03,fb_paid,21,0.621
2025-08-03,meta / social,18,0.711
2025-08-03,adwords,60,0.432
2025-08-03,adwords,58,0.45
2025-08-03,affiliate / partner,8,0.681
2025-08-03,FB,14,0.574
2025-08-03,(organic),8,0.36
2025-08-03,Email,2,0.476
2025-08-03,AFFILIATE,11,0.652
2025-08-03,organic,8,0.406
2025-08-04,(organic),6,0.378
2025-08-04,affiliate / partner,9,0.516
2025-08-04,Email,15,0.473
2025-08-04,facebook / paid,28,0.562
2025-08-04,googleads,37,0.422
2025-08-04,affiliate / partner,18,0.643
2025-08-04,googleads,26,0.425
2025-08-04,google / organic,5,0.293
2025-08-04,facebook / paid,29,0.591
2025-08-05,organic,15,0.332
2025-08-05,google / cpc,44,0.344
2025-08-05,facebook / paid,13,0.553
2025-08-05,facebook / paid,19,0.621
2025-08-05,FB,17,0.445
2025-08-05,Email,3,0.471
2025-08-05,googleads,32,0.474
2025-08-05,AFFILIATE,21,0.551
2025-08-05,Email,5,0.472
2025-08-06,affiliate / partner,7,0.568
2025-08-06,organic,4,0.485
2025-08-06,affiliate / partner,9,0.644
2025-08-06,meta / social,49,0.52
2025-08-06,email / newsletter,4,0.542
2025-08-06,adwords,29,0.42
2025-08-06,google / organic,4,0.313
2025-08-06,email-campaign,4,0.469
2025-08-06,Email,7,0.451
2025-08-06,google / cpc,24,0.597
2025-08-07,email-campaign,4,0.482
2025-08-07,google / organic,13,0.314
2025-08-07,adwords,28,0.529
2025-08-07,aff,21,0.624
2025-08-07,AFFILIATE,8,0.62
2025-08-07,Email,9,0.351
2025-08-07,google-ads,36,0.423
2025-08-07,meta / social,45,0.507
2025-08-08,google-ads,52,0.516
2025-08-08,Email,4,0.474
2025-08-08,meta / social,31,0.658
2025-08-08,AFFILIATE,19,0.678
2025-08-08,google / organic,8,0.375
2025-08-08,FB,30,0.514
2025-08-08,email-campaign,6,0.459
2025-08-08,partner-network,14,0.614
2025-08-09,email-campaign,4,0.477
2025-08-09,google / organic,6,0.441
2025-08-09,seo,4,0.47
2025-08-09,googleads,37,0.503
2025-08-09,adwords,28,0.406
2025-08-09,AFFILIATE,7,0.731
2025-08-09,fb_paid,19,0.619
2025-08-09,aff,16,0.651
2025-08-09,partner-network,7,0.619
2025-08-09,fb_paid,26,0.578
2025-08-10,FB,22,0.502
2025-08-10,Email,3,0.429
2025-08-10,FB,14,0.553
2025-08-10,organic,7,0.456
2025-08-10,AFFILIATE,11,0.604
2025-08-10,partner-network,9,0.539
2025-08-10,google-ads,58,0.533
2025-08-10,email / newsletter,7,0.388
2025-08-10,seo,4,0.439
2025-08-10,aff,9,0.648
2025-08-10,FB,21,0.565
2025-08-10,organic,4,0.425
2025-08-11,googleads,46,0.415
2025-08-11,facebook / paid,34,0.609
2025-08-11,klaviyo,3,0.427
2025-08-11,affiliate / partner,28,0.64
2025-08-11,FB,27,0.565
2025-08-11,email-campaign,4,0.507
2025-08-11,seo,10,0.387
2025-08-11,googleads,55,0.508
2025-08-11,google / organic,12,0.482
2025-08-12,organic,3,0.379
2025-08-12,meta / social,15,0.672
2025-08-12,aff,9,0.616
2025-08-12,meta / social,14,0.634
2025-08-12,affiliate / partner,8,0.668
2025-08-12,email-campaign,9,0.465
2025-08-12,google / organic,3,0.492
2025-08-12,googleads,80,0.407
2025-08-12,meta / social,14,0.587
2025-08-13,fb_paid,34,0.64
2025-08-13,google-ads,27,0.511
2025-08-13,google / organic,6,0.513
2025-08-13,affiliate / partner,26,0.548
2025-08-13,adwords,30,0.44
2025-08-13,google / cpc,29,0.465
2025-08-13,meta / social,18,0.542
2025-08-13,email-campaign,6,0.477
2025-08-13,organic,4,0.38
2025-08-13,Email,2,0.309
2025-08-14,affiliate / partner,8,0.613
2025-08-14,FB,23,0.546
2025-08-14,googleads,19,0.487
2025-08-14,seo,7,0.392
2025-08-14,Email,7,0.441
2025-08-14,FB,20,0.56
2025-08-14,adwords,23,0.46
2025-08-14,affiliate / partner,11,0.582
2025-08-14,(organic),9,0.423
2025-08-14,google-ads,16,0.539
2025-08-15,google / cpc,54,0.518
2025-08-15,aff,17,0.61
2025-08-15,seo,5,0.457
2025-08-15,fb_paid,17,0.607
2025-08-15,facebook / paid,12,0.574
2025-08-15,facebook / paid,19,0.548
2025-08-15,klaviyo,9,0.456
2025-08-16,meta / social,18,0.478
2025-08-16,google / cpc,24,0.491
2025-08-16,(organic),4,0.376
2025-08-16,organic,6,0.384
2025-08-16,affiliate / partner,11,0.536
2025-08-16,fb_paid,16,0.583
2025-08-16,email / newsletter,2,0.333
2025-08-16,email-campaign,4,0.277
2025-08-16,email-campaign,1,0.378
2025-08-16,meta / social,15,0.539
2025-08-16,googleads,27,0.52
2025-08-16,partner-network,6,0.603
2025-08-17,meta / social,32,0.665
2025-08-17,(organic),4,0.395
2025-08-17,email-campaign,7,0.329
2025-08-17,email-campaign,4,0.39
2025-08-17,FB,20,0.603
2025-08-17,email / newsletter,4,0.43
2025-08-17,google-ads,85,0.459
2025-08-17,AFFILIATE,20,0.547
2025-08-17,google / organic,8,0.414
2025-08-18,fb_paid,21,0.561
2025-08-18,facebook / paid,27,0.485
2025-08-18,seo,8,0.297
2025-08-18,partner-network,12,0.606
2025-08-18,(organic),7,0.382
2025-08-18,email / newsletter,11,0.415
2025-08-18,klaviyo,7,0.563
2025-08-18,googleads,25,0.489
2025-08-18,googleads,33,0.482
2025-08-18,affiliate / partner,15,0.626
2025-08-19,email-campaign,3,0.491
2025-08-19,FB,18,0.531
2025-08-19,email / newsletter,3,0.523
2025-08-19,googleads,18,0.416
2025-08-19,adwords,17,0.565
2025-08-19,facebook / paid,25,0.575
2025-08-19,aff,18,0.619
2025-08-19,googleads,15,0.53
2025-08-19,facebook / paid,20,0.662
2025-08-19,(organic),1,0.36
2025-08-20,partner-network,14,0.639
2025-08-20,google-ads,41,0.498
2025-08-20,meta / social,55,0.576
2025-08-20,Email,6,0.404
2025-08-20,(organic),4,0.471
2025-08-20,google / cpc,26,0.444
2025-08-20,AFFILIATE,12,0.587
2025-08-20,google / organic,1,0.404
2025-08-20,email / newsletter,5,0.335
2025-08-21,Email,3,0.497
2025-08-21,organic,5,0.452
2025-08-21,googleads,91,0.433
2025-08-21,AFFILIATE,13,0.528
2025-08-21,FB,24,0.602
2025-08-21,klaviyo,2,0.484
2025-08-21,facebook / paid,19,0.621
2025-08-21,AFFILIATE,13,0.544
2025-08-21,(organic),3,0.372
2025-08-21,email-campaign,1,0.524
2025-08-22,affiliate / partner,11,0.609
2025-08-22,google-ads,19,0.514
2025-08-22,google-ads,19,0.518
2025-08-22,meta / social,49,0.589
2025-08-22,aff,-6,0.58
2025-08-22,klaviyo,7,0.423
2025-08-22,organic,5,0.368
2025-08-22,google / organic,7,0.373
2025-08-23,affiliate / partner,10,0.746
2025-08-23,google / cpc,16,0.45
2025-08-23,AFFILIATE,11,0.684
2025-08-23,fb_paid,22,0.604
2025-08-23,seo,4,0.391
2025-08-23,fb_paid,19,0.633
2025-08-23,klaviyo,2,0.434
2025-08-23,email / newsletter,2,0.484
2025-08-23,googleads,20,0.441
2025-08-23,googleads,16,0.429
2025-08-23,seo,2,0.401
2025-08-24,adwords,38,0.465
2025-08-24,partner-network,25,0.677
2025-08-24,organic,5,0.39
2025-08-24,FB,32,0.654
2025-08-24,(organic),4,0.309
2025-08-24,email / newsletter,3,0.447
2025-08-24,google-ads,27,0.372
2025-08-24,Email,5,0.455
2025-08-24,Email,6,0.472
2025-08-25,googleads,78,0.494
2025-08-25,organic,2,0.408
2025-08-25,seo,2,0.346
2025-08-25,meta / social,37,0.665
2025-08-25,aff,20,0.728
2025-08-25,email / newsletter,3,0.44
2025-08-25,FB,46,0.45
2025-08-25,email-campaign,5,0.516
2025-08-25,organic,6,0.38
2025-08-26,seo,2,0.435
2025-08-26,seo,6,0.357
2025-08-26,(organic),3,0.471
2025-08-26,partner-network,27,0.738
2025-08-26,adwords,32,0.461
2025-08-26,Email,5,0.375
2025-08-26,meta / social,22,0.512
2025-08-26,FB,22,0.613
2025-08-26,google-ads,26,0.48
2025-08-26,email / newsletter,2,0.442
2025-08-26,googleads,28,0.441
2025-08-26,facebook / paid,23,0.615
2025-08-27,FB,39,0.67
2025-08-27,meta / social,32,0.483
2025-08-27,email / newsletter,8,0.367
2025-08-27,AFFILIATE,13,0.609
2025-08-27,googleads,40,0.478
2025-08-27,organic,6,0.372
2025-08-27,email-campaign,3,0.412
2025-08-27,google-ads,27,0.366
2025-08-27,affiliate / partner,13,0.527
2025-08-27,partner-network,8,0.688
2025-08-28,FB,41,0.682
2025-08-28,google / cpc,64,0.504
2025-08-28,email-campaign,9,0.475
2025-08-28,affiliate / partner,23,0.562
2025-08-28,google / organic,7,0.477
2025-08-28,AFFILIATE,18,0.634
2025-08-28,FB,31,0.673
2025-08-29,google-ads,42,0.531
2025-08-29,email-campaign,3,0.495
2025-08-29,partner-network,12,0.661
2025-08-29,AFFILIATE,5,0.567
2025-08-29,google-ads,51,0.468
2025-08-29,seo,15,0.416
2025-08-29,FB,16,0.585
2025-08-29,affiliate / partner,8,0.567
2025-08-29,facebook / paid,19,0.571
2025-08-29,klaviyo,3,0.468
2025-08-29,FB,8,0.626
2025-08-30,fb_paid,28,0.568
2025-08-30,google-ads,19,0.453
2025-08-30,google-ads,16,0.431
2025-08-30,Email,5,0.422
2025-08-30,seo,4,0.354
2025-08-30,FB,20,0.568
2025-08-30,klaviyo,4,0.314
2025-08-30,adwords,13,0.459
2025-08-30,seo,6,0.405
2025-08-30,partner-network,7,0.554
2025-08-30,aff,12,0.667
2025-08-31,email-campaign,5,0.351
2025-08-31,FB,33,0.473
2025-08-31,email / newsletter,6,0.505
2025-08-31,AFFILIATE,21,0.627
2025-08-31,seo,4,0.392
2025-08-31,googleads,73,0.508
2025-08-31,meta / social,27,0.539
2025-08-31,google / organic,10,0.405
2025-09-01,seo,15,0.492
2025-09-01,meta / social,39,0.557
2025-09-01,affiliate / partner,8,0.674
2025-09-01,klaviyo,6,0.317
2025-09-01,email-campaign,6,0.461
2025-09-01,affiliate / partner,11,0.558
2025-09-01,klaviyo,4,0.447
2025-09-01,fb_paid,66,0.594
2025-09-01,google / cpc,70,0.604
2025-09-02,google / organic,4,0.445
2025-09-02,klaviyo,4,0.498
2025-09-02,partner-network,15,0.564
2025-09-02,(organic),7,0.38
2025-09-02,affiliate / partner,6,0.586
2025-09-02,google / cpc,49,0.428
2025-09-02,facebook / paid,95,0.566
2025-09-02,email / newsletter,8,0.435
2025-09-02,adwords,51,0.513
2025-09-03,google / organic,10,0.445
2025-09-03,googleads,43,0.443
2025-09-03,google / organic,4,0.449
2025-09-03,googleads,42,0.365
2025-09-03,email-campaign,11,0.432
2025-09-03,AFFILIATE,12,0.639
2025-09-03,fb_paid,67,0.668
2025-09-03,AFFILIATE,11,0.627
2025-09-04,meta / social,74,0.603
2025-09-04,seo,6,0.462
2025-09-04,klaviyo,4,0.4
2025-09-04,adwords,90,0.337
2025-09-04,Email,8,0.455
2025-09-04,klaviyo,8,0.343
2025-09-04,partner-network,5,0.564
2025-09-04,google / organic,4,0.377
2025-09-04,AFFILIATE,9,0.669
2025-09-05,organic,2,0.419
2025-09-05,facebook / paid,15,0.585
2025-09-05,AFFILIATE,1,0.539
2025-09-05,aff,7,0.727
2025-09-05,FB,25,0.604
2025-09-05,FB,19,0.599
2025-09-05,email / newsletter,3,0.479
2025-09-05,organic,7,0.319
2025-09-05,(organic),5,0.381
2025-09-05,googleads,67,0.51
2025-09-05,email-campaign,1,0.466
2025-09-05,email / newsletter,7,0.387
2025-09-06,google / cpc,53,0.509
2025-09-06,affiliate / partner,21,0.555
2025-09-06,google / organic,5,0.39
2025-09-06,klaviyo,4,0.417
2025-09-06,email-campaign,6,0.455
2025-09-06,organic,4,0.353
2025-09-06,(organic),5,0.413
2025-09-06,facebook / paid,61,0.572
2025-09-07,FB,47,0.591
2025-09-07,email-campaign,12,0.473
2025-09-07,email-campaign,9,0.46
2025-09-07,AFFILIATE,8,0.643
2025-09-07,partner-network,1,0.636
2025-09-07,AFFILIATE,8,0.615
2025-09-07,(organic),15,0.456
2025-09-07,meta / social,44,0.682
2025-09-07,googleads,121,0.525
2025-09-08,partner-network,18,0.708
2025-09-08,adwords,31,0.481
2025-09-08,adwords,30,0.388
2025-09-08,klaviyo,14,0.482
2025-09-08,google / organic,15,0.296
2025-09-08,fb_paid,64,0.527
2025-09-09,(organic),7,0.538
2025-09-09,google / cpc,26,0.469
2025-09-09,seo,9,0.386
2025-09-09,AFFILIATE,15,0.664
2025-09-09,google / cpc,45,0.409
2025-09-09,fb_paid,88,0.59
2025-09-09,klaviyo,5,0.431
2025-09-09,email-campaign,10,0.425
2025-09-10,fb_paid,77,0.659
2025-09-10,google / cpc,44,0.463
2025-09-10,seo,8,0.324
2025-09-10,partner-network,17,0.636
2025-09-10,googleads,48,0.497
2025-09-10,email-campaign,15,0.453
2025-09-11,aff,2,0.648
2025-09-11,aff,8,0.55
2025-09-11,affiliate / partner,13,0.65
2025-09-11,google-ads,17,0.491
