order_id,order_date,customer_id,channel,revenue,region
ORD-100806,09/02/2025,CUST-10933,meta_ads,286.75,Northeast
ORD-100030,01/15/2025,CUST-10300,google_ads,106.24,West
ORD-100513,06/11/2025,CUST-11225,GoogleAds,580.3,West
ORD-100976,10/18/2025,CUST-10941,Google Ads,155.55,Southwest
ORD-101288,12/25/2025,CUST-10271,FB Ads,311.86,Northeast
ORD-101740,04/29/2026,CUST-10701,Facebook,226.89,West
ORD-101002,10/25/2025,CUST-10132,Facebook,99.2,Midwest
ORD-101259,12/17/2025,CUST-11069,ORGANIC,181.15,Midwest
ORD-101296,12/26/2025,CUST-10856,Google Ads,223.83,Northeast
ORD-101582,03/17/2026,CUST-10376,google_ads,203.68,Midwest
ORD-101922,06/16/2026,CUST-10722,GoogleAds,580.8,Southeast
ORD-100838,09/12/2025,CUST-10280,meta_ads,228.06,Northeast
ORD-101822,05/22/2026,CUST-10409,Google Ads,124.21,Northeast
ORD-101861,06/03/2026,CUST-10099,GoogleAds,320.75,Southeast
ORD-100048,01/21/2025,CUST-11007,affiliate,279.11,Midwest
ORD-101182,12/01/2025,CUST-10580,Facebook,259.86,West
ORD-101843,05/29/2026,CUST-10887,Email,797.5,Midwest
ORD-100467,05/29/2025,CUST-10044,E-mail,227.05,Southeast
ORD-100153,02/22/2025,CUST-11124,Google Ads,196.11,Northeast
ORD-101559,03/11/2026,CUST-10725,Affiliate,212.96,Northeast
ORD-101862,06/03/2026,CUST-10236,Email,427.85,West
ORD-100394,05/07/2025,CUST-10414,GOOGLE ADS,292.6,Midwest
ORD-100123,02/12/2025,CUST-10783,Google Ads,452.71,Southwest
ORD-100355,04/24/2025,CUST-10329,FB Ads,433.62,West
ORD-100134,02/16/2025,CUST-10866,Organic Search,452.17,Southeast
ORD-100268,03/31/2025,CUST-10224,email_marketing,183.39,Southwest
ORD-100385,05/05/2025,CUST-10299,Email,264.23,Northeast
ORD-100609,07/08/2025,CUST-11078,GoogleAds,526.46,Southeast
ORD-100220,03/20/2025,CUST-11202,ORGANIC,281.06,Northeast
ORD-100041,01/20/2025,CUST-10344,GoogleAds,421.69,West
ORD-100219,03/20/2025,CUST-10223,AFFILIATE,328.11,Southeast
ORD-100597,07/04/2025,CUST-10991,GoogleAds,106.46,Southwest
ORD-101249,12/16/2025,CUST-11040,GOOGLE ADS,841.19,Midwest
ORD-101238,12/14/2025,CUST-10519,GOOGLE ADS,588.26,Southeast
ORD-100680,07/28/2025,CUST-10306,meta_ads,216.9,Northeast
ORD-101073,11/10/2025,CUST-10948,email_marketing,314.66,West
ORD-101895,06/11/2026,CUST-10733,Google Ads,300.9,Northeast
ORD-100840,09/13/2025,CUST-10820,ORGANIC,269.15,Northeast
ORD-100541,06/17/2025,CUST-11142,organic_search,213.29,Southwest
ORD-101041,11/03/2025,CUST-11053,GOOGLE ADS,585.48,Southeast
ORD-101478,02/19/2026,CUST-10870,google_ads,211.76,Southeast
ORD-101358,01/09/2026,CUST-10510,FB Ads,548.38,Midwest
ORD-101869,06/04/2026,CUST-11099,Affiliate,385.9,Midwest
ORD-101198,12/04/2025,CUST-10936,Facebook,759.72,West
ORD-101316,12/30/2025,CUST-11065,Email,280.64,Southwest
ORD-101283,12/24/2025,CUST-11202,Meta,254.25,Southeast
ORD-100978,10/18/2025,CUST-10552,Organic Search,223.08,Southeast
ORD-101082,11/12/2025,CUST-10693,GOOGLE ADS,152.8,Southeast
ORD-101568,03/14/2026,CUST-10542,Google Ads,143.19,Northeast
ORD-101074,11/10/2025,CUST-10680,Google Ads,174.52,Southwest
ORD-101775,05/09/2026,CUST-10115,Email,298.08,Northeast
ORD-101221,12/10/2025,CUST-10036,GOOGLE ADS,432.87,West
ORD-101810,05/19/2026,CUST-10143,Google Ads,279.65,West
ORD-101576,03/16/2026,CUST-11130,GoogleAds,313.52,Northeast
ORD-101872,06/05/2026,CUST-10551,Affiliate,324.65,Midwest
ORD-101403,01/26/2026,CUST-10780,AFFILIATE,218.29,Northeast
ORD-100336,04/21/2025,CUST-10081,Google Ads,311.24,West
ORD-100232,03/22/2025,CUST-10220,google_ads,423.49,West
ORD-101823,05/23/2026,CUST-11252,ORGANIC,183.32,Southeast
ORD-101413,01/30/2026,CUST-11250,GOOGLE ADS,344.81,West
ORD-100158,02/23/2025,CUST-10420,Meta,350.54,Southeast
ORD-100468,05/29/2025,CUST-11157,GOOGLE ADS,253.11,Southeast
ORD-101778,05/10/2026,CUST-11226,ORGANIC,484.52,Northeast
ORD-100064,01/25/2025,CUST-10330,Affiliates,314.5,Northeast
ORD-101025,10/31/2025,CUST-10093,Google Ads,171.14,Southeast
ORD-101098,11/15/2025,CUST-10479,ORGANIC,185.48,West
ORD-101117,11/20/2025,CUST-11090,Affiliate,330.69,Northeast
ORD-100585,07/01/2025,CUST-11039,Organic,168.46,West
ORD-100205,03/16/2025,CUST-10307,google_ads,397.5,Midwest
ORD-100003,01/03/2025,CUST-10145,Google Ads,173.56,
ORD-100869,09/19/2025,CUST-10800,google_ads,281.06,Northeast
ORD-100895,09/26/2025,CUST-10492,FB Ads,314.97,West
ORD-101121,11/20/2025,CUST-10438,Organic Search,177.8,Southwest
ORD-101833,05/26/2026,CUST-10297,Google Ads,230.0,Southeast
ORD-101455,02/12/2026,CUST-10798,email_marketing,221.73,Northeast
ORD-101050,11/06/2025,CUST-10031,google_ads,818.31,Southeast
ORD-100693,07/31/2025,CUST-10923,google_ads,765.54,Southeast
ORD-101707,04/21/2026,CUST-10739,Google Ads,353.93,Southeast
ORD-101643,04/03/2026,CUST-10977,google_ads,190.82,West
ORD-100714,08/07/2025,CUST-10503,google_ads,220.83,Southeast
ORD-101802,05/17/2026,CUST-11241,GoogleAds,270.63,West
ORD-101126,11/21/2025,CUST-11157,google_ads,243.49,
ORD-101684,04/16/2026,CUST-10443,Meta,311.31,Northeast
ORD-101731,04/28/2026,CUST-10768,meta_ads,163.87,West
ORD-101051,11/06/2025,CUST-11105,AFFILIATE,206.03,Northeast
ORD-101104,11/17/2025,CUST-11002,organic_search,219.91,Southeast
ORD-101194,12/03/2025,CUST-10440,google_ads,277.65,Northeast
ORD-101779,05/11/2026,CUST-11019,E-mail,344.7,
ORD-100157,02/23/2025,CUST-10689,ORGANIC,503.06,Northeast
ORD-101047,11/04/2025,CUST-10021,GOOGLE ADS,233.11,Southeast
ORD-100523,06/13/2025,CUST-11216,FB Ads,355.2,Northeast
ORD-100462,05/27/2025,CUST-10506,FB Ads,432.45,West
ORD-100652,07/22/2025,CUST-10241,GOOGLE ADS,304.34,West
ORD-100160,02/24/2025,CUST-11016,Facebook,345.46,Midwest
ORD-100305,04/11/2025,CUST-11179,meta_ads,338.07,Midwest
ORD-100656,07/22/2025,CUST-10769,FB Ads,65.34,Northeast
ORD-100547,06/19/2025,CUST-11157,GOOGLE ADS,431.32,Southwest
ORD-100713,08/07/2025,CUST-10176,Affiliate,282.53,Midwest
ORD-100395,05/07/2025,CUST-10577,GoogleAds,169.28,Northeast
ORD-100783,08/27/2025,CUST-10184,GOOGLE ADS,683.91,West
ORD-100399,05/09/2025,CUST-10152,email_marketing,337.65,Northeast
ORD-100798,09/01/2025,CUST-10537,GOOGLE ADS,172.47,Northeast
ORD-100618,07/10/2025,CUST-10743,Google Ads,289.58,Northeast
ORD-101533,03/06/2026,CUST-10824,meta_ads,122.73,West
ORD-100508,06/09/2025,CUST-10836,organic_search,291.02,Northeast
ORD-101770,05/08/2026,CUST-11204,Facebook,73.01,Midwest
ORD-100736,08/14/2025,CUST-10790,Organic Search,240.1,Southeast
ORD-100155,02/23/2025,CUST-10125,GoogleAds,256.42,West
ORD-101665,04/10/2026,CUST-10883,affiliate,133.59,West
ORD-101718,04/24/2026,CUST-10019,GOOGLE ADS,198.69,Southeast
ORD-100867,09/19/2025,CUST-10843,meta_ads,228.33,West
ORD-100459,05/26/2025,CUST-11094,Meta,685.03,Southwest
ORD-100933,10/05/2025,CUST-10689,Meta,162.41,Southeast
ORD-100062,01/25/2025,CUST-10955,E-mail,171.57,Northeast
ORD-101819,05/21/2026,CUST-11207,affiliate,186.23,Southeast
ORD-100871,09/20/2025,CUST-10733,organic_search,414.9,Southeast
ORD-100954,10/11/2025,CUST-10028,email_marketing,583.7,Southwest
ORD-101574,03/16/2026,CUST-10111,Email,241.62,Northeast
ORD-100457,05/26/2025,CUST-10658,Affiliate,270.97,West
ORD-100935,10/06/2025,CUST-10122,Meta,132.6,Midwest
ORD-100478,05/30/2025,CUST-10679,Meta,205.15,
ORD-101123,11/21/2025,CUST-10589,Affiliate,198.48,West
ORD-101477,02/18/2026,CUST-10017,google_ads,347.98,Midwest
ORD-100870,09/19/2025,CUST-10655,GoogleAds,846.88,Midwest
ORD-100790,08/29/2025,CUST-11279,email_marketing,187.47,Northeast
ORD-100617,07/10/2025,CUST-11157,Affiliate,142.27,Midwest
ORD-101846,05/30/2026,CUST-10727,FB Ads,200.11,Northeast
ORD-101627,03/31/2026,CUST-10119,Organic Search,287.6,Midwest
ORD-101411,01/28/2026,CUST-10991,GoogleAds,189.56,Midwest
ORD-101138,11/23/2025,CUST-11204,Meta,144.73,Northeast
ORD-101615,03/28/2026,CUST-11224,organic_search,303.38,West
ORD-100347,04/23/2025,CUST-10631,FB Ads,725.28,Midwest
ORD-101488,02/22/2026,CUST-10300,google_ads,315.17,Southeast
ORD-100936,10/06/2025,CUST-10497,Meta,160.97,West
ORD-101909,06/14/2026,CUST-10324,Meta,184.22,Northeast
ORD-100760,08/21/2025,CUST-10464,Google Ads,291.99,West
ORD-100446,05/23/2025,CUST-10132,Facebook,230.58,Midwest
ORD-100650,07/21/2025,CUST-11083,GOOGLE ADS,44.68,Northeast
ORD-101229,12/12/2025,CUST-10839,Facebook,199.48,Southwest
ORD-101876,06/07/2026,CUST-11161,Facebook,434.19,Southwest
ORD-100379,05/04/2025,CUST-10532,EMAIL,455.1,West
ORD-100564,06/24/2025,CUST-10422,ORGANIC,162.21,West
ORD-101353,01/06/2026,CUST-11183,Email,406.19,Midwest
ORD-101730,04/27/2026,CUST-10151,meta_ads,87.96,Southeast
ORD-101275,12/22/2025,CUST-10409,meta_ads,77.09,Southwest
ORD-101908,06/14/2026,CUST-10344,google_ads,343.09,Northeast
ORD-100948,10/10/2025,CUST-10786,GoogleAds,389.1,Midwest
ORD-100920,10/02/2025,CUST-10193,E-mail,144.42,West
ORD-100231,03/22/2025,CUST-11169,organic_search,221.14,West
ORD-101318,12/30/2025,CUST-10486,google_ads,476.35,Southeast
ORD-100382,05/04/2025,CUST-10360,GoogleAds,309.23,West
ORD-101169,11/29/2025,CUST-10586,GoogleAds,298.44,Southeast
ORD-101206,12/06/2025,CUST-10870,Organic,470.01,Northeast
ORD-100072,01/28/2025,CUST-10793,email_marketing,147.12,Midwest
ORD-100070,01/28/2025,CUST-11256,ORGANIC,544.73,West
ORD-101344,01/05/2026,CUST-11056,Facebook,251.2,Northeast
ORD-101016,10/30/2025,CUST-10162,AFFILIATE,185.63,Northeast
ORD-100171,03/02/2025,CUST-10424,google_ads,428.87,Midwest
ORD-101134,11/22/2025,CUST-10023,Meta,247.42,Southeast
ORD-100168,03/01/2025,CUST-11254,Google Ads,728.1,Southwest
ORD-100493,06/02/2025,CUST-11136,email_marketing,301.33,West
ORD-101348,01/05/2026,CUST-10021,GoogleAds,228.64,Midwest
ORD-101020,10/31/2025,CUST-10463,Email,372.78,West
ORD-100985,10/20/2025,CUST-11096,EMAIL,525.86,Northeast
ORD-100893,09/26/2025,CUST-10735,Facebook,202.42,West
ORD-100272,04/02/2025,CUST-10454,ORGANIC,284.71,Southeast
ORD-101287,12/25/2025,CUST-10772,ORGANIC,526.12,Southeast
ORD-100420,05/14/2025,CUST-10649,GOOGLE ADS,507.23,Southwest
ORD-100094,02/05/2025,CUST-10991,meta_ads,133.65,Southwest
ORD-101542,03/08/2026,CUST-10972,google_ads,214.65,Southwest
ORD-101573,03/15/2026,CUST-11168,EMAIL,146.72,West
ORD-101584,03/18/2026,CUST-11045,Meta,97.4,Southeast
ORD-100042,01/20/2025,CUST-10153,GoogleAds,663.34,Southwest
ORD-100056,01/22/2025,CUST-10956,Google Ads,209.79,Midwest
ORD-101946,06/24/2026,CUST-10860,google_ads,110.93,
ORD-101102,11/17/2025,CUST-11109,Google Ads,818.93,Northeast
ORD-101863,06/03/2026,CUST-10613,email_marketing,239.52,West
ORD-101280,12/24/2025,CUST-10337,Meta,216.13,Southeast
ORD-100888,09/25/2025,CUST-10765,meta_ads,227.63,Southeast
ORD-100574,06/28/2025,CUST-10058,meta_ads,248.86,West
ORD-100038,01/20/2025,CUST-10035,GOOGLE ADS,141.63,Southeast
ORD-100306,04/11/2025,CUST-10828,GoogleAds,572.55,Northeast
ORD-101005,10/26/2025,CUST-10351,GoogleAds,199.37,
ORD-100006,01/04/2025,CUST-10245,GoogleAds,343.96,West
ORD-101177,11/30/2025,CUST-10306,GOOGLE ADS,369.96,West
ORD-100782,08/27/2025,CUST-10440,email_marketing,104.66,Northeast
ORD-100408,05/11/2025,CUST-10489,google_ads,218.08,Southeast
ORD-101266,12/19/2025,CUST-10349,AFFILIATE,179.85,Northeast
ORD-100781,08/27/2025,CUST-10620,google_ads,256.67,West
ORD-100166,02/28/2025,CUST-10510,meta_ads,170.87,Southeast
ORD-100534,06/16/2025,CUST-10906,google_ads,350.42,Southwest
ORD-100583,06/30/2025,CUST-10303,Meta,240.75,Southeast
ORD-101330,12/31/2025,CUST-10114,Affiliate,91.67,
ORD-101897,06/12/2026,CUST-10212,email_marketing,588.0,Southeast
ORD-101419,02/01/2026,CUST-10798,Facebook,392.75,Southeast
ORD-101228,12/12/2025,CUST-10338,EMAIL,556.45,Northeast
ORD-101798,05/16/2026,CUST-10573,Google Ads,205.41,Midwest
ORD-101885,06/09/2026,CUST-10654,GOOGLE ADS,74.37,West
ORD-101618,03/29/2026,CUST-11057,E-mail,590.89,West
ORD-101114,11/19/2025,CUST-11159,AFFILIATE,224.86,Midwest
ORD-101067,11/09/2025,CUST-10351,ORGANIC,240.75,West
ORD-100813,09/03/2025,CUST-10084,Facebook,102.66,Southeast
ORD-100316,04/15/2025,CUST-10159,GOOGLE ADS,170.45,Southeast
ORD-101279,12/24/2025,CUST-10105,GoogleAds,338.38,Southeast
ORD-101716,04/23/2026,CUST-10898,FB Ads,236.38,
ORD-100516,06/11/2025,CUST-10892,AFFILIATE,164.75,Northeast
ORD-101847,05/30/2026,CUST-11098,FB Ads,306.25,Northeast
ORD-101663,04/10/2026,CUST-11243,E-mail,144.24,West
ORD-101562,03/11/2026,CUST-10841,GOOGLE ADS,363.73,Midwest
ORD-100533,06/16/2025,CUST-10014,Facebook,157.29,Southwest
ORD-100173,03/02/2025,CUST-11264,GoogleAds,298.92,Midwest
ORD-101039,11/03/2025,CUST-10826,GOOGLE ADS,116.17,West
ORD-100271,04/02/2025,CUST-10726,GOOGLE ADS,278.32,Northeast
ORD-100548,06/19/2025,CUST-11037,GoogleAds,607.37,Midwest
ORD-100668,07/25/2025,CUST-10510,Facebook,97.49,West
ORD-101632,04/01/2026,CUST-10495,google_ads,235.53,Midwest
ORD-100453,05/25/2025,CUST-10004,GoogleAds,183.86,West
ORD-100964,10/15/2025,CUST-10304,Google Ads,186.52,Midwest
ORD-100606,07/07/2025,CUST-10259,FB Ads,152.0,Midwest
ORD-101692,04/18/2026,CUST-11130,Facebook,313.72,Midwest
ORD-101625,03/31/2026,CUST-10634,GOOGLE ADS,287.09,Midwest
ORD-100804,09/01/2025,CUST-10338,Affiliate,99.63,Southeast
ORD-100598,07/04/2025,CUST-11269,meta_ads,282.79,Northeast
ORD-101033,11/02/2025,CUST-10742,Organic Search,334.13,Northeast
ORD-101598,03/23/2026,CUST-10746,google_ads,624.77,Northeast
ORD-101263,12/18/2025,CUST-10510,Email,1164.23,West
ORD-100751,08/19/2025,CUST-10083,GOOGLE ADS,343.22,Northeast
ORD-100570,06/27/2025,CUST-10291,GoogleAds,151.65,Southwest
ORD-100975,10/17/2025,CUST-10745,google_ads,156.49,Northeast
ORD-100074,01/28/2025,CUST-10030,E-mail,454.39,West
ORD-100061,01/24/2025,CUST-11021,organic_search,113.77,West
ORD-101834,05/26/2026,CUST-10945,email_marketing,140.28,Northeast
ORD-100536,06/16/2025,CUST-10814,google_ads,299.64,Midwest
ORD-100273,04/02/2025,CUST-11265,Google Ads,340.38,West
ORD-100809,09/02/2025,CUST-10429,GOOGLE ADS,193.2,Northeast
ORD-100244,03/25/2025,CUST-10667,Organic Search,343.57,West
ORD-101095,11/15/2025,CUST-10972,Affiliate,168.66,Southeast
ORD-101438,02/06/2026,CUST-10839,Meta,127.2,Northeast
ORD-100105,02/08/2025,CUST-10798,meta_ads,65.15,Midwest
ORD-100673,07/26/2025,CUST-10030,Google Ads,302.06,Midwest
ORD-100642,07/19/2025,CUST-10431,google_ads,231.26,Northeast
ORD-101278,12/23/2025,CUST-10163,google_ads,403.98,Northeast
ORD-100665,07/24/2025,CUST-10682,Affiliates,209.57,Northeast
ORD-100509,06/10/2025,CUST-10973,GoogleAds,225.13,Northeast
ORD-100131,02/16/2025,CUST-11263,Meta,209.8,Southwest
ORD-100444,05/22/2025,CUST-10726,Google Ads,221.83,Southeast
ORD-100866,09/19/2025,CUST-10532,affiliate,243.9,Midwest
ORD-100247,03/26/2025,CUST-10462,GoogleAds,438.44,West
ORD-101766,05/05/2026,CUST-10677,ORGANIC,773.85,Southwest
ORD-100057,01/22/2025,CUST-10751,Meta,390.85,Midwest
ORD-101648,04/05/2026,CUST-10003,Email,330.56,West
ORD-101531,03/06/2026,CUST-10836,Google Ads,373.13,Southwest
ORD-101125,11/21/2025,CUST-10380,Organic Search,260.57,Northeast
ORD-100086,02/02/2025,CUST-10701,email_marketing,398.61,Midwest
ORD-101881,06/08/2026,CUST-10409,Email,359.5,Southwest
ORD-100771,08/24/2025,CUST-10178,google_ads,167.61,Midwest
ORD-101223,12/10/2025,CUST-10490,google_ads,310.9,Northeast
ORD-100708,08/04/2025,CUST-10814,affiliate,237.25,Northeast
ORD-101548,03/10/2026,CUST-11204,Google Ads,101.59,West
ORD-101331,12/31/2025,CUST-11069,EMAIL,147.99,Northeast
ORD-101553,03/11/2026,CUST-10934,GOOGLE ADS,481.57,West
ORD-100538,06/17/2025,CUST-10814,Facebook,114.44,Midwest
ORD-101427,02/03/2026,CUST-10836,GOOGLE ADS,246.76,Southeast
ORD-101171,11/30/2025,CUST-10814,organic_search,255.22,Northeast
ORD-101544,03/09/2026,CUST-10980,google_ads,282.69,Northeast
ORD-101298,12/27/2025,CUST-10599,Organic Search,351.11,Northeast
ORD-100418,05/13/2025,CUST-11186,FB Ads,212.65,Southwest
ORD-101950,06/24/2026,CUST-10623,Meta,242.56,Southeast
ORD-101693,04/18/2026,CUST-10227,Google Ads,381.3,Southeast
ORD-101449,02/11/2026,CUST-10959,google_ads,501.81,Northeast
ORD-100851,09/15/2025,CUST-10796,FB Ads,149.79,Northeast
ORD-101737,04/29/2026,CUST-10510,FB Ads,348.36,Northeast
ORD-101714,04/23/2026,CUST-10933,email_marketing,497.51,Northeast
ORD-101679,04/15/2026,CUST-10547,GOOGLE ADS,501.93,Southeast
ORD-101750,05/02/2026,CUST-10502,organic_search,290.46,West
ORD-101755,05/03/2026,CUST-10887,affiliate,103.99,Northeast
ORD-101717,04/24/2026,CUST-10952,affiliate,114.43,Midwest
ORD-101783,05/11/2026,CUST-10987,GOOGLE ADS,502.02,Midwest
ORD-100304,04/11/2025,CUST-10713,EMAIL,569.05,Midwest
ORD-101506,02/27/2026,CUST-11254,GoogleAds,587.59,Southeast
ORD-100335,04/20/2025,CUST-10130,GoogleAds,257.01,Northeast
ORD-100995,10/23/2025,CUST-10055,Facebook,386.65,Midwest
ORD-100569,06/26/2025,CUST-10276,AFFILIATE,194.31,Northeast
ORD-100088,02/03/2025,CUST-10582,GOOGLE ADS,513.48,Northeast
ORD-100874,09/20/2025,CUST-11279,meta_ads,263.8,Southwest
ORD-101617,03/29/2026,CUST-10123,GOOGLE ADS,574.86,Southeast
ORD-101513,03/01/2026,CUST-10869,google_ads,97.99,Northeast
ORD-100712,08/07/2025,CUST-10394,Meta,372.69,Midwest
ORD-101734,04/29/2026,CUST-10318,Meta,194.45,Northeast
ORD-101837,05/27/2026,CUST-10704,Facebook,188.0,Northeast
ORD-101371,01/13/2026,CUST-11217,E-mail,218.52,Southwest
ORD-100221,03/20/2025,CUST-10788,Email,333.86,Northeast
ORD-100319,04/16/2025,CUST-10273,meta_ads,201.22,Southeast
ORD-101743,04/30/2026,CUST-11145,GoogleAds,232.79,Southeast
ORD-100878,09/21/2025,CUST-11117,google_ads,412.32,Southeast
ORD-101789,05/13/2026,CUST-10047,affiliate,116.91,Southeast
ORD-100825,09/07/2025,CUST-10304,GoogleAds,150.99,West
ORD-100872,09/20/2025,CUST-10498,google_ads,716.64,Midwest
ORD-101457,02/12/2026,CUST-10495,GOOGLE ADS,332.47,Northeast
ORD-100138,02/18/2025,CUST-10094,Organic Search,148.21,Northeast
ORD-100163,02/25/2025,CUST-10406,GOOGLE ADS,329.86,Southeast
ORD-101892,06/11/2026,CUST-10400,FB Ads,321.18,Southeast
ORD-101697,04/19/2026,CUST-10355,Google Ads,475.78,Southeast
ORD-100960,10/13/2025,CUST-10466,GOOGLE ADS,1210.36,Midwest
ORD-101691,04/17/2026,CUST-10451,meta_ads,231.03,West
ORD-101233,12/13/2025,CUST-10284,Facebook,65.28,West
ORD-101170,11/29/2025,CUST-10424,Meta,567.09,West
ORD-101916,06/15/2026,CUST-10658,Affiliate,206.79,Northeast
ORD-101528,03/05/2026,CUST-10047,meta_ads,217.31,Southeast
ORD-101792,05/14/2026,CUST-11144,Facebook,371.73,Midwest
ORD-100633,07/18/2025,CUST-10957,GOOGLE ADS,355.98,Midwest
ORD-101179,12/01/2025,CUST-10090,GoogleAds,258.62,West
ORD-100655,07/22/2025,CUST-10316,Facebook,155.73,Southeast
ORD-100016,01/10/2025,CUST-10634,GoogleAds,166.28,Midwest
ORD-101619,03/29/2026,CUST-11112,GoogleAds,308.45,West
ORD-101156,11/27/2025,CUST-11206,GoogleAds,296.88,Northeast
ORD-100137,02/18/2025,CUST-10028,GOOGLE ADS,352.99,Midwest
ORD-101285,12/25/2025,CUST-11083,GOOGLE ADS,270.57,Southeast
ORD-100697,08/02/2025,CUST-10975,Facebook,109.37,Midwest
ORD-101097,11/15/2025,CUST-11019,Affiliate,150.63,Southeast
ORD-101604,03/24/2026,CUST-11283,GoogleAds,324.13,Northeast
ORD-100448,05/24/2025,CUST-11115,meta_ads,213.82,Northeast
ORD-101882,06/09/2026,CUST-10134,Google Ads,213.79,Midwest
ORD-100327,04/18/2025,CUST-10152,GoogleAds,345.62,Southeast
ORD-100317,04/15/2025,CUST-10171,affiliate,470.5,West
ORD-101864,06/03/2026,CUST-11227,GoogleAds,184.33,West
ORD-100526,06/13/2025,CUST-10967,Meta,353.23,
ORD-100087,02/02/2025,CUST-11201,Google Ads,210.4,Midwest
ORD-101624,03/31/2026,CUST-10890,affiliate,325.41,Southwest
ORD-100148,02/20/2025,CUST-11190,Google Ads,146.74,Northeast
ORD-101611,03/27/2026,CUST-10550,google_ads,294.21,Southeast
ORD-101199,12/04/2025,CUST-10932,GoogleAds,863.48,Midwest
ORD-101633,04/01/2026,CUST-10280,google_ads,124.42,Northeast
ORD-100365,04/29/2025,CUST-11005,FB Ads,169.73,Southwest
ORD-100589,07/02/2025,CUST-10743,FB Ads,697.53,Southeast
ORD-101502,02/26/2026,CUST-10280,E-mail,533.38,Northeast
ORD-100198,03/14/2025,CUST-10192,GoogleAds,330.02,Northeast
ORD-101883,06/09/2026,CUST-10187,google_ads,718.01,Northeast
ORD-100192,03/12/2025,CUST-10865,google_ads,296.36,Southeast
ORD-100404,05/10/2025,CUST-10313,email_marketing,216.59,Midwest
ORD-101564,03/12/2026,CUST-10990,google_ads,342.36,Midwest
ORD-100384,05/04/2025,CUST-10805,Google Ads,217.72,Northeast
ORD-100483,05/31/2025,CUST-10750,Organic,166.85,West
ORD-101943,06/23/2026,CUST-10124,Affiliate,126.51,West
ORD-100791,08/30/2025,CUST-10162,Facebook,111.16,Midwest
ORD-100799,09/01/2025,CUST-10448,Facebook,150.62,West
ORD-100384,05/04/2025,CUST-10805,Google Ads,209.25,Northeast
ORD-100750,08/19/2025,CUST-10780,Organic Search,120.82,Northeast
ORD-100422,05/15/2025,CUST-11071,AFFILIATE,110.2,West
ORD-100314,04/14/2025,CUST-10794,GOOGLE ADS,119.49,Southeast
ORD-101021,10/31/2025,CUST-11163,GOOGLE ADS,127.52,Southeast
ORD-100543,06/18/2025,CUST-10975,organic_search,244.75,Southeast
ORD-100913,10/01/2025,CUST-10325,google_ads,289.22,Midwest
ORD-100662,07/23/2025,CUST-10981,meta_ads,123.23,West
ORD-100902,09/28/2025,CUST-10209,GoogleAds,594.39,
ORD-101388,01/21/2026,CUST-11264,Google Ads,320.72,West
ORD-100685,07/29/2025,CUST-10652,google_ads,238.63,Southeast
ORD-101666,04/10/2026,CUST-10981,Organic,243.98,Southeast
ORD-100159,02/24/2025,CUST-11083,email_marketing,313.73,
ORD-100999,10/23/2025,CUST-10139,GoogleAds,198.81,West
ORD-101586,03/18/2026,CUST-10342,meta_ads,153.12,Midwest
ORD-101765,05/05/2026,CUST-10317,Google Ads,281.78,Southeast
ORD-100202,03/15/2025,CUST-10923,FB Ads,306.71,Northeast
ORD-101023,10/31/2025,CUST-10470,Google Ads,199.98,West
ORD-101523,03/04/2026,CUST-10098,google_ads,190.45,West
ORD-101180,12/01/2025,CUST-11263,GOOGLE ADS,564.35,Midwest
ORD-100112,02/10/2025,CUST-10727,Facebook,360.34,Midwest
ORD-101795,05/16/2026,CUST-10590,google_ads,357.73,West
ORD-101225,12/11/2025,CUST-11019,google_ads,131.42,Midwest
ORD-100980,10/19/2025,CUST-11269,Google Ads,752.68,Midwest
ORD-100922,10/04/2025,CUST-11296,Email,400.66,West
ORD-101475,02/18/2026,CUST-10803,Organic Search,339.99,Midwest
ORD-101578,03/16/2026,CUST-10812,AFFILIATE,190.19,Southeast
ORD-101408,01/27/2026,CUST-10085,FB Ads,298.59,Northeast
ORD-101739,04/29/2026,CUST-10591,Facebook,355.3,Southeast
ORD-100815,09/04/2025,CUST-10729,GOOGLE ADS,305.49,Northeast
ORD-101447,02/09/2026,CUST-10963,google_ads,624.54,Southeast
ORD-101421,02/02/2026,CUST-10206,GOOGLE ADS,181.91,Northeast
ORD-100679,07/28/2025,CUST-10586,GOOGLE ADS,632.21,West
ORD-101093,11/14/2025,CUST-10335,E-mail,437.66,Southwest
ORD-100080,01/30/2025,CUST-10887,GOOGLE ADS,242.79,West
ORD-101748,05/02/2026,CUST-11017,GoogleAds,458.23,
ORD-101334,01/03/2026,CUST-10316,meta_ads,67.07,Southeast
ORD-101522,03/04/2026,CUST-11290,google_ads,227.63,Midwest
ORD-100752,08/19/2025,CUST-10252,meta_ads,333.72,Midwest
ORD-101346,01/05/2026,CUST-11057,GoogleAds,221.93,Midwest
ORD-101054,11/06/2025,CUST-10004,GoogleAds,129.44,Midwest
ORD-100242,03/25/2025,CUST-10629,Email,693.86,West
ORD-101332,01/02/2026,CUST-11205,GoogleAds,329.39,Northeast
ORD-100641,07/19/2025,CUST-11264,meta_ads,205.35,Southwest
ORD-100696,08/01/2025,CUST-11064,affiliate,252.18,West
ORD-100209,03/17/2025,CUST-11258,E-mail,198.18,Northeast
ORD-101527,03/05/2026,CUST-10206,email_marketing,390.78,West
ORD-100770,08/24/2025,CUST-11172,GoogleAds,627.05,Northeast
ORD-101742,04/30/2026,CUST-10919,Google Ads,227.72,Southeast
