session_date,month,channel,sessions,bounce_rate
2025-05-16,2025-05,Affiliate,21,0.667
2025-05-16,2025-05,Google Ads,32,0.493
2025-05-16,2025-05,Google Ads,36,0.371
2025-05-16,2025-05,Email,5,0.475
2025-05-16,2025-05,Meta,37,0.527
2025-05-16,2025-05,Meta,26,0.532
2025-05-17,2025-05,Google Ads,43,0.407
2025-05-17,2025-05,Organic,4,0.439
2025-05-17,2025-05,Meta,22,0.598
2025-05-17,2025-05,Organic,5,0.402
2025-05-17,2025-05,Email,11,0.496
2025-05-17,2025-05,Organic,6,0.328
2025-05-17,2025-05,Google Ads,43,0.396
2025-05-17,2025-05,Meta,21,0.542
2025-05-17,2025-05,Affiliate,14,0.699
2025-05-18,2025-05,Email,5,0.49
2025-05-18,2025-05,Organic,4,0.383
2025-05-18,2025-05,Meta,19,0.608
2025-05-18,2025-05,Email,3,0.408
2025-05-18,2025-05,Google Ads,20,0.532
2025-05-18,2025-05,Google Ads,28,0.516
2025-05-18,2025-05,Affiliate,17,0.54
2025-05-18,2025-05,Meta,28,0.62
2025-05-18,2025-05,Meta,17,0.586
2025-05-18,2025-05,Organic,2,0.379
2025-05-18,2025-05,Google Ads,24,0.317
2025-05-19,2025-05,Organic,10,0.419
2025-05-19,2025-05,Organic,10,0.412
2025-05-19,2025-05,Google Ads,36,0.367
2025-05-19,2025-05,Google Ads,31,0.486
2025-05-19,2025-05,Email,14,0.383
2025-05-19,2025-05,Affiliate,12,0.649
2025-05-19,2025-05,Meta,80,0.519
2025-05-19,2025-05,Affiliate,15,0.654
2025-05-20,2025-05,Meta,18,0.646
2025-05-20,2025-05,Affiliate,5,0.718
2025-05-20,2025-05,Email,10,0.406
2025-05-20,2025-05,Organic,5,0.454
2025-05-20,2025-05,Google Ads,44,0.407
2025-05-20,2025-05,Meta,26,0.593
2025-05-20,2025-05,Organic,7,0.522
2025-05-20,2025-05,Google Ads,50,0.466
2025-05-20,2025-05,Meta,23,0.628
2025-05-20,2025-05,Affiliate,5,0.597
2025-05-20,2025-05,Affiliate,5,0.627
2025-05-21,2025-05,Meta,77,0.549
2025-05-21,2025-05,Organic,6,0.474
2025-05-21,2025-05,Affiliate,2,0.642
2025-05-21,2025-05,Email,4,0.433
2025-05-21,2025-05,Google Ads,50,0.555
2025-05-21,2025-05,Organic,3,0.279
2025-05-21,2025-05,Organic,5,0.525
2025-05-21,2025-05,Email,7,0.466
2025-05-21,2025-05,Google Ads,49,0.573
2025-05-21,2025-05,Affiliate,10,0.656
2025-05-22,2025-05,Google Ads,32,0.505
2025-05-22,2025-05,Email,12,0.459
2025-05-22,2025-05,Organic,7,0.398
2025-05-22,2025-05,Affiliate,19,0.514
2025-05-22,2025-05,Google Ads,29,0.51
2025-05-22,2025-05,Meta,36,0.546
2025-05-22,2025-05,Google Ads,25,0.478
2025-05-22,2025-05,Meta,29,0.57
2025-05-22,2025-05,Organic,8,0.38
2025-05-23,2025-05,Email,6,0.411
2025-05-23,2025-05,Affiliate,20,0.652
2025-05-23,2025-05,Organic,12,0.42
2025-05-23,2025-05,Google Ads,110,0.443
2025-05-23,2025-05,Meta,69,0.621
2025-05-23,2025-05,Email,5,0.357
2025-05-24,2025-05,Affiliate,25,0.586
2025-05-24,2025-05,Meta,38,0.532
2025-05-24,2025-05,Organic,8,0.471
2025-05-24,2025-05,Meta,45,0.556
2025-05-24,2025-05,Email,4,0.342
2025-05-24,2025-05,Google Ads,49,0.46
2025-05-24,2025-05,Email,4,0.526
2025-05-25,2025-05,Organic,16,0.361
2025-05-25,2025-05,Affiliate,12,0.573
2025-05-25,2025-05,Email,2,0.453
2025-05-25,2025-05,Google Ads,53,0.366
2025-05-25,2025-05,Google Ads,58,0.485
2025-05-25,2025-05,Meta,101,0.565
2025-05-25,2025-05,Email,11,0.364
2025-05-26,2025-05,Affiliate,6,0.696
2025-05-26,2025-05,Email,5,0.51
2025-05-26,2025-05,Organic,7,0.392
2025-05-26,2025-05,Google Ads,45,0.501
2025-05-26,2025-05,Affiliate,10,0.534
2025-05-26,2025-05,Organic,8,0.416
2025-05-26,2025-05,Google Ads,41,0.551
2025-05-26,2025-05,Meta,61,0.581
2025-05-26,2025-05,Email,7,0.411
2025-05-27,2025-05,Meta,83,0.599
2025-05-27,2025-05,Email,1,0.443
2025-05-27,2025-05,Organic,9,0.453
2025-05-27,2025-05,Email,2,0.485
2025-05-27,2025-05,Google Ads,41,0.373
2025-05-27,2025-05,Google Ads,49,0.525
2025-05-27,2025-05,Affiliate,4,0.69
2025-05-27,2025-05,Organic,8,0.457
2025-05-27,2025-05,Affiliate,5,0.637
2025-05-27,2025-05,Email,2,0.424
2025-05-28,2025-05,Meta,30,0.61
2025-05-28,2025-05,Organic,1,0.445
2025-05-28,2025-05,Affiliate,9,0.698
2025-05-28,2025-05,Email,3,0.401
2025-05-28,2025-05,Google Ads,118,0.447
2025-05-28,2025-05,Meta,32,0.563
2025-05-28,2025-05,Affiliate,8,0.536
2025-05-28,2025-05,Organic,6,0.267
2025-05-28,2025-05,Email,3,0.45
2025-05-28,2025-05,Organic,1,0.447
2025-05-28,2025-05,Meta,33,0.698
2025-05-29,2025-05,Meta,27,0.537
2025-05-29,2025-05,Google Ads,57,0.405
2025-05-29,2025-05,Affiliate,10,0.53
2025-05-29,2025-05,Google Ads,43,0.439
2025-05-29,2025-05,Organic,6,0.36
2025-05-29,2025-05,Organic,5,0.531
2025-05-29,2025-05,Email,5,0.428
2025-05-29,2025-05,Affiliate,9,0.639
2025-05-29,2025-05,Meta,23,0.529
2025-05-29,2025-05,Meta,17,0.607
2025-05-29,2025-05,Email,3,0.518
2025-05-30,2025-05,Meta,67,0.605
2025-05-30,2025-05,Affiliate,3,0.638
2025-05-30,2025-05,Email,10,0.44
2025-05-30,2025-05,Affiliate,6,0.617
2025-05-30,2025-05,Affiliate,3,0.716
2025-05-30,2025-05,Google Ads,29,0.444
2025-05-30,2025-05,Google Ads,29,0.471
2025-05-30,2025-05,Organic,5,0.419
2025-05-30,2025-05,Organic,3,0.426
2025-05-31,2025-05,Affiliate,6,0.661
2025-05-31,2025-05,Email,2,0.421
2025-05-31,2025-05,Meta,12,0.542
2025-05-31,2025-05,Meta,13,0.533
2025-05-31,2025-05,Affiliate,4,0.57
2025-05-31,2025-05,Organic,3,0.388
2025-05-31,2025-05,Organic,1,0.366
2025-05-31,2025-05,Organic,4,0.389
2025-05-31,2025-05,Meta,16,0.552
2025-05-31,2025-05,Google Ads,93,0.438
2025-05-31,2025-05,Email,3,0.417
2025-06-01,2025-06,Organic,7,0.457
2025-06-01,2025-06,Google Ads,46,0.486
2025-06-01,2025-06,Meta,20,0.511
2025-06-01,2025-06,Email,5,0.466
2025-06-01,2025-06,Google Ads,30,0.45
2025-06-01,2025-06,Affiliate,7,0.699
2025-06-01,2025-06,Meta,16,0.601
2025-06-01,2025-06,Affiliate,6,0.713
2025-06-01,2025-06,Meta,21,0.624
2025-06-01,2025-06,Organic,2,0.461
2025-06-02,2025-06,Affiliate,7,0.593
2025-06-02,2025-06,Email,4,0.433
2025-06-02,2025-06,Google Ads,23,0.419
2025-06-02,2025-06,Meta,56,0.68
2025-06-02,2025-06,Google Ads,22,0.491
2025-06-02,2025-06,Affiliate,1,0.694
2025-06-02,2025-06,Google Ads,26,0.438
2025-06-02,2025-06,Email,3,0.582
2025-06-02,2025-06,Affiliate,5,0.635
2025-06-02,2025-06,Organic,11,0.391
2025-06-03,2025-06,Google Ads,26,0.484
2025-06-03,2025-06,Meta,93,0.6
2025-06-03,2025-06,Organic,20,0.25
2025-06-03,2025-06,Email,15,0.451
2025-06-03,2025-06,Google Ads,34,0.455
2025-06-03,2025-06,Google Ads,32,0.493
2025-06-03,2025-06,Email,7,0.379
2025-06-03,2025-06,Affiliate,21,0.626
2025-06-04,2025-06,Google Ads,67,0.378
2025-06-04,2025-06,Affiliate,10,0.552
2025-06-04,2025-06,Email,20,0.444
2025-06-04,2025-06,Organic,8,0.321
2025-06-04,2025-06,Organic,4,0.381
2025-06-04,2025-06,Affiliate,9,0.678
2025-06-04,2025-06,Meta,68,0.594
2025-06-05,2025-06,Meta,29,0.504
2025-06-05,2025-06,Email,13,0.454
2025-06-05,2025-06,Meta,34,0.53
2025-06-05,2025-06,Google Ads,39,0.436
2025-06-05,2025-06,Google Ads,30,0.512
2025-06-05,2025-06,Affiliate,21,0.457
2025-06-05,2025-06,Google Ads,29,0.472
2025-06-05,2025-06,Organic,5,0.405
2025-06-05,2025-06,Email,15,0.436
2025-06-05,2025-06,Organic,5,0.399
2025-06-06,2025-06,Affiliate,3,0.568
2025-06-06,2025-06,Meta,20,0.542
2025-06-06,2025-06,Google Ads,62,0.425
2025-06-06,2025-06,Affiliate,5,0.694
2025-06-06,2025-06,Organic,2,0.343
2025-06-06,2025-06,Email,5,0.467
2025-06-06,2025-06,Email,4,0.487
2025-06-06,2025-06,Organic,4,0.38
2025-06-06,2025-06,Meta,21,0.509
2025-06-07,2025-06,Affiliate,9,0.572
2025-06-07,2025-06,Google Ads,22,0.467
2025-06-07,2025-06,Meta,26,0.479
2025-06-07,2025-06,Organic,10,0.461
2025-06-07,2025-06,Google Ads,30,0.472
2025-06-07,2025-06,Organic,5,0.312
2025-06-07,2025-06,Email,5,0.419
2025-06-07,2025-06,Meta,16,0.599
2025-06-07,2025-06,Affiliate,8,0.452
2025-06-07,2025-06,Email,4,0.498
2025-06-07,2025-06,Email,1,0.464
2025-06-08,2025-06,Email,8,0.458
2025-06-08,2025-06,Organic,6,0.467
2025-06-08,2025-06,Organic,6,0.399
2025-06-08,2025-06,Affiliate,7,0.646
2025-06-08,2025-06,Google Ads,24,0.394
2025-06-08,2025-06,Meta,52,0.544
2025-06-08,2025-06,Affiliate,5,0.644
2025-06-08,2025-06,Google Ads,23,0.385
2025-06-09,2025-06,Google Ads,49,0.488
2025-06-09,2025-06,Affiliate,7,0.672
2025-06-09,2025-06,Meta,41,0.516
2025-06-09,2025-06,Affiliate,3,0.685
2025-06-09,2025-06,Organic,3,0.454
2025-06-09,2025-06,Email,17,0.527
2025-06-09,2025-06,Google Ads,44,0.534
2025-06-09,2025-06,Organic,5,0.516
2025-06-09,2025-06,Affiliate,4,0.544
2025-06-10,2025-06,Affiliate,6,0.711
2025-06-10,2025-06,Affiliate,4,0.596
2025-06-10,2025-06,Email,15,0.431
2025-06-10,2025-06,Organic,2,0.447
2025-06-10,2025-06,Meta,31,0.673
2025-06-10,2025-06,Organic,4,0.342
2025-06-10,2025-06,Google Ads,88,0.425
2025-06-10,2025-06,Meta,24,0.65
2025-06-11,2025-06,Email,4,0.424
2025-06-11,2025-06,Organic,4,0.354
2025-06-11,2025-06,Email,5,0.496
2025-06-11,2025-06,Google Ads,30,0.498
2025-06-11,2025-06,Affiliate,21,0.7
2025-06-11,2025-06,Google Ads,23,0.549
2025-06-11,2025-06,Meta,86,0.536
2025-06-11,2025-06,Organic,9,0.405
2025-06-12,2025-06,Organic,2,0.397
2025-06-12,2025-06,Affiliate,7,0.584
2025-06-12,2025-06,Email,8,0.43
2025-06-12,2025-06,Google Ads,37,0.567
2025-06-12,2025-06,Organic,5,0.409
2025-06-12,2025-06,Google Ads,25,0.525
2025-06-12,2025-06,Meta,16,0.704
2025-06-12,2025-06,Meta,21,0.514
2025-06-12,2025-06,Organic,1,0.337
2025-06-12,2025-06,Affiliate,8,0.592
2025-06-13,2025-06,Affiliate,7,0.654
2025-06-13,2025-06,Affiliate,5,0.633
2025-06-13,2025-06,Meta,14,0.608
2025-06-13,2025-06,Organic,7,0.411
2025-06-13,2025-06,Meta,15,0.48
2025-06-13,2025-06,Email,8,0.364
2025-06-13,2025-06,Meta,7,0.492
2025-06-13,2025-06,Organic,4,0.497
2025-06-13,2025-06,Google Ads,25,0.482
2025-06-13,2025-06,Google Ads,23,0.489
2025-06-13,2025-06,Google Ads,23,0.37
2025-06-13,2025-06,Affiliate,4,0.624
2025-06-13,2025-06,Email,3,0.441
2025-06-14,2025-06,Email,7,0.447
2025-06-14,2025-06,Google Ads,30,0.478
2025-06-14,2025-06,Meta,15,0.548
2025-06-14,2025-06,Meta,16,0.542
2025-06-14,2025-06,Organic,5,0.346
2025-06-14,2025-06,Affiliate,3,0.601
2025-06-14,2025-06,Google Ads,24,0.466
2025-06-14,2025-06,Affiliate,7,0.706
2025-06-14,2025-06,Meta,12,0.576
2025-06-14,2025-06,Organic,5,0.388
2025-06-14,2025-06,Email,11,0.412
2025-06-15,2025-06,Affiliate,7,0.551
2025-06-15,2025-06,Organic,12,0.488
2025-06-15,2025-06,Google Ads,28,0.452
2025-06-15,2025-06,Email,5,0.459
2025-06-15,2025-06,Meta,33,0.619
2025-06-15,2025-06,Google Ads,30,0.424
2025-06-15,2025-06,Google Ads,29,0.534
2025-06-15,2025-06,Affiliate,5,0.603
2025-06-15,2025-06,Email,6,0.384
2025-06-15,2025-06,Meta,29,0.637
2025-06-16,2025-06,Email,2,0.364
2025-06-16,2025-06,Email,4,0.441
2025-06-16,2025-06,Meta,11,0.591
2025-06-16,2025-06,Meta,16,0.538
2025-06-16,2025-06,Affiliate,26,0.606
2025-06-16,2025-06,Google Ads,45,0.465
2025-06-16,2025-06,Email,6,0.413
2025-06-16,2025-06,Organic,8,0.5
2025-06-16,2025-06,Google Ads,43,0.534
2025-06-16,2025-06,Meta,10,0.61
2025-06-16,2025-06,Organic,5,0.38
2025-06-17,2025-06,Google Ads,80,0.474
2025-06-17,2025-06,Organic,7,0.341
2025-06-17,2025-06,Affiliate,19,0.672
2025-06-17,2025-06,Email,10,0.497
2025-06-17,2025-06,Meta,16,0.537
2025-06-17,2025-06,Meta,15,0.617
2025-06-17,2025-06,Organic,8,0.575
2025-06-17,2025-06,Meta,26,0.663
2025-06-18,2025-06,Meta,19,0.629
2025-06-18,2025-06,Email,7,0.373
2025-06-18,2025-06,Google Ads,33,0.49
2025-06-18,2025-06,Meta,33,0.687
2025-06-18,2025-06,Organic,4,0.328
2025-06-18,2025-06,Email,7,0.321
2025-06-18,2025-06,Google Ads,38,0.436
2025-06-18,2025-06,Affiliate,8,0.693
2025-06-18,2025-06,Affiliate,6,0.467
2025-06-18,2025-06,Organic,3,0.47
2025-06-19,2025-06,Meta,46,0.526
2025-06-19,2025-06,Email,4,0.496
2025-06-19,2025-06,Google Ads,15,0.366
2025-06-19,2025-06,Organic,1,0.434
2025-06-19,2025-06,Organic,4,0.44
2025-06-19,2025-06,Email,9,0.376
2025-06-19,2025-06,Affiliate,7,0.611
2025-06-19,2025-06,Google Ads,30,0.489
2025-06-19,2025-06,Google Ads,22,0.499
2025-06-19,2025-06,Email,4,0.463
2025-06-19,2025-06,Organic,3,0.362
2025-06-20,2025-06,Affiliate,8,0.656
2025-06-20,2025-06,Organic,2,0.495
2025-06-20,2025-06,Meta,30,0.579
2025-06-20,2025-06,Google Ads,32,0.624
2025-06-20,2025-06,Email,23,0.431
2025-06-20,2025-06,Google Ads,39,0.429
2025-06-20,2025-06,Organic,8,0.344
2025-06-20,2025-06,Meta,26,0.62
2025-06-20,2025-06,Affiliate,13,0.604
2025-06-21,2025-06,Google Ads,24,0.581
2025-06-21,2025-06,Affiliate,5,0.587
2025-06-21,2025-06,Organic,4,0.525
2025-06-21,2025-06,Meta,20,0.544
2025-06-21,2025-06,Affiliate,11,0.633
2025-06-21,2025-06,Google Ads,31,0.547
2025-06-21,2025-06,Organic,4,0.32
2025-06-21,2025-06,Meta,21,0.582
2025-06-21,2025-06,Email,11,0.423
2025-06-22,2025-06,Email,7,0.527
2025-06-22,2025-06,Meta,34,0.57
2025-06-22,2025-06,Email,5,0.424
2025-06-22,2025-06,Organic,6,0.43
2025-06-22,2025-06,Meta,23,0.635
2025-06-22,2025-06,Google Ads,74,0.47
2025-06-22,2025-06,Affiliate,22,0.735
2025-06-22,2025-06,Organic,5,0.441
2025-06-22,2025-06,Email,9,0.597
2025-06-23,2025-06,Email,3,0.493
2025-06-23,2025-06,Affiliate,9,0.62
2025-06-23,2025-06,Meta,58,0.57
2025-06-23,2025-06,Affiliate,8,0.632
2025-06-23,2025-06,Affiliate,8,0.682
2025-06-23,2025-06,Google Ads,37,0.475
2025-06-23,2025-06,Email,3,0.557
2025-06-23,2025-06,Organic,5,0.443
2025-06-23,2025-06,Google Ads,44,0.524
2025-06-23,2025-06,Organic,7,0.353
2025-06-24,2025-06,Meta,58,0.529
2025-06-24,2025-06,Google Ads,26,0.4
2025-06-24,2025-06,Organic,2,0.431
2025-06-24,2025-06,Organic,5,0.282
2025-06-24,2025-06,Email,5,0.554
2025-06-24,2025-06,Email,8,0.402
2025-06-24,2025-06,Affiliate,20,0.62
2025-06-24,2025-06,Organic,4,0.379
2025-06-24,2025-06,Google Ads,31,0.603
2025-06-25,2025-06,Meta,16,0.542
2025-06-25,2025-06,Affiliate,3,0.707
2025-06-25,2025-06,Google Ads,83,0.5
2025-06-25,2025-06,Meta,21,0.586
2025-06-25,2025-06,Affiliate,4,0.65
2025-06-25,2025-06,Email,13,0.42
2025-06-25,2025-06,Organic,10,0.391
2025-06-25,2025-06,Meta,14,0.566
2025-06-26,2025-06,Organic,6,0.381
2025-06-26,2025-06,Email,5,0.507
2025-06-26,2025-06,Meta,38,0.633
2025-06-26,2025-06,Email,4,0.435
2025-06-26,2025-06,Organic,5,0.425
2025-06-26,2025-06,Email,3,0.441
2025-06-26,2025-06,Meta,24,0.597
2025-06-26,2025-06,Affiliate,16,0.633
2025-06-26,2025-06,Google Ads,92,0.441
2025-06-27,2025-06,Google Ads,29,0.502
2025-06-27,2025-06,Email,17,0.423
2025-06-27,2025-06,Affiliate,11,0.527
2025-06-27,2025-06,Organic,13,0.409
2025-06-27,2025-06,Meta,22,0.571
2025-06-27,2025-06,Google Ads,34,0.501
2025-06-27,2025-06,Meta,26,0.605
2025-06-27,2025-06,Affiliate,13,0.583
2025-06-28,2025-06,Affiliate,6,0.563
2025-06-28,2025-06,Affiliate,3,0.654
2025-06-28,2025-06,Email,5,0.448
2025-06-28,2025-06,Email,5,0.529
2025-06-28,2025-06,Organic,3,0.527
2025-06-28,2025-06,Affiliate,8,0.65
2025-06-28,2025-06,Meta,26,0.537
2025-06-28,2025-06,Meta,33,0.515
2025-06-28,2025-06,Organic,6,0.477
2025-06-28,2025-06,Google Ads,69,0.453
2025-06-28,2025-06,Email,3,0.343
2025-06-29,2025-06,Affiliate,8,0.664
2025-06-29,2025-06,Organic,1,0.416
2025-06-29,2025-06,Meta,53,0.579
2025-06-29,2025-06,Meta,36,0.551
2025-06-29,2025-06,Google Ads,48,0.419
2025-06-29,2025-06,Email,5,0.527
2025-06-29,2025-06,Email,2,0.43
2025-06-29,2025-06,Google Ads,34,0.397
2025-06-29,2025-06,Organic,6,0.357
2025-06-29,2025-06,Organic,8,0.407
2025-06-29,2025-06,Email,3,0.471
2025-06-29,2025-06,Affiliate,13,0.659
2025-06-30,2025-06,Email,2,0.425
2025-06-30,2025-06,Email,5,0.511
2025-06-30,2025-06,Affiliate,10,0.752
2025-06-30,2025-06,Google Ads,44,0.479
2025-06-30,2025-06,Meta,40,0.571
2025-06-30,2025-06,Organic,5,0.398
2025-06-30,2025-06,Google Ads,40,0.443
2025-06-30,2025-06,Email,3,0.491
2025-06-30,2025-06,Affiliate,13,0.6
2025-07-01,2025-07,Meta,82,0.518
2025-07-01,2025-07,Organic,14,0.353
2025-07-01,2025-07,Email,4,0.468
2025-07-01,2025-07,Google Ads,71,0.475
2025-07-01,2025-07,Organic,5,0.478
2025-07-01,2025-07,Affiliate,8,0.648
2025-07-01,2025-07,Affiliate,8,0.674
2025-07-01,2025-07,Email,3,0.398
2025-07-01,2025-07,Email,6,0.574
2025-07-02,2025-07,Email,3,0.406
2025-07-02,2025-07,Meta,41,0.587
2025-07-02,2025-07,Email,1,0.462
2025-07-02,2025-07,Email,1,0.479
2025-07-02,2025-07,Organic,8,0.408
2025-07-02,2025-07,Google Ads,55,0.537
2025-07-02,2025-07,Affiliate,23,0.658
2025-07-02,2025-07,Meta,40,0.498
2025-07-03,2025-07,Email,5,0.328
2025-07-03,2025-07,Meta,28,0.494
2025-07-03,2025-07,Affiliate,11,0.661
2025-07-03,2025-07,Email,3,0.454
2025-07-03,2025-07,Meta,29,0.651
2025-07-03,2025-07,Affiliate,12,0.722
2025-07-03,2025-07,Organic,3,0.419
2025-07-03,2025-07,Google Ads,71,0.46
2025-07-03,2025-07,Organic,6,0.377
2025-07-04,2025-07,Organic,7,0.463
2025-07-04,2025-07,Email,7,0.376
2025-07-04,2025-07,Meta,31,0.545
2025-07-04,2025-07,Affiliate,7,0.502
2025-07-04,2025-07,Affiliate,2,0.618
2025-07-04,2025-07,Meta,33,0.573
2025-07-04,2025-07,Organic,7,0.445
2025-07-04,2025-07,Google Ads,54,0.468
2025-07-04,2025-07,Email,4,0.464
2025-07-04,2025-07,Affiliate,6,0.596
2025-07-04,2025-07,Google Ads,51,0.447
2025-07-05,2025-07,Meta,40,0.614
2025-07-05,2025-07,Organic,2,0.397
2025-07-05,2025-07,Google Ads,73,0.405
2025-07-05,2025-07,Organic,1,0.444
2025-07-05,2025-07,Affiliate,11,0.664
2025-07-05,2025-07,Affiliate,9,0.609
2025-07-05,2025-07,Email,3,0.358
2025-07-05,2025-07,Email,3,0.406
2025-07-05,2025-07,Email,1,0.395
2025-07-06,2025-07,Organic,5,0.416
2025-07-06,2025-07,Email,5,0.389
2025-07-06,2025-07,Organic,9,0.444
2025-07-06,2025-07,Google Ads,24,0.626
2025-07-06,2025-07,Google Ads,35,0.5
2025-07-06,2025-07,Google Ads,26,0.452
2025-07-06,2025-07,Email,5,0.394
2025-07-06,2025-07,Affiliate,25,0.645
2025-07-06,2025-07,Meta,63,0.659
2025-07-07,2025-07,Email,5,0.384
2025-07-07,2025-07,Meta,15,0.586
2025-07-07,2025-07,Organic,3,0.46
2025-07-07,2025-07,Email,5,0.448
2025-07-07,2025-07,Meta,23,0.595
2025-07-07,2025-07,Affiliate,9,0.654
2025-07-07,2025-07,Google Ads,47,0.536
2025-07-07,2025-07,Google Ads,44,0.431
2025-07-07,2025-07,Affiliate,12,0.564
2025-07-07,2025-07,Organic,5,0.3
2025-07-07,2025-07,Email,2,0.372
2025-07-08,2025-07,Google Ads,33,0.572
2025-07-08,2025-07,Organic,2,0.403
2025-07-08,2025-07,Email,7,0.376
2025-07-08,2025-07,Organic,3,0.433
2025-07-08,2025-07,Google Ads,34,0.427
2025-07-08,2025-07,Meta,36,0.62
2025-07-08,2025-07,Affiliate,8,0.714
2025-07-08,2025-07,Organic,4,0.444
2025-07-08,2025-07,Affiliate,7,0.557
2025-07-08,2025-07,Email,5,0.475
2025-07-08,2025-07,Meta,38,0.556
2025-07-08,2025-07,Affiliate,4,0.557
2025-07-09,2025-07,Email,9,0.424
2025-07-09,2025-07,Meta,43,0.654
2025-07-09,2025-07,Email,2,0.511
2025-07-09,2025-07,Affiliate,2,0.723
2025-07-09,2025-07,Organic,3,0.397
2025-07-09,2025-07,Organic,6,0.562
2025-07-09,2025-07,Google Ads,48,0.462
2025-07-09,2025-07,Affiliate,5,0.568
2025-07-09,2025-07,Google Ads,44,0.372
2025-07-09,2025-07,Affiliate,6,0.646
2025-07-10,2025-07,Google Ads,24,0.44
2025-07-10,2025-07,Affiliate,12,0.606
2025-07-10,2025-07,Meta,25,0.667
2025-07-10,2025-07,Organic,1,0.445
2025-07-10,2025-07,Google Ads,24,0.449
2025-07-10,2025-07,Email,7,0.341
2025-07-10,2025-07,Organic,6,0.486
2025-07-10,2025-07,Google Ads,28,0.537
2025-07-10,2025-07,Affiliate,12,0.62
2025-07-10,2025-07,Meta,30,0.596
2025-07-10,2025-07,Email,2,0.508
2025-07-10,2025-07,Organic,1,0.303
2025-07-10,2025-07,Email,7,0.448
2025-07-11,2025-07,Organic,11,0.368
2025-07-11,2025-07,Google Ads,46,0.432
2025-07-11,2025-07,Affiliate,21,0.563
2025-07-11,2025-07,Email,6,0.489
2025-07-11,2025-07,Google Ads,45,0.511
2025-07-11,2025-07,Meta,39,0.556
2025-07-11,2025-07,Email,2,0.532
2025-07-11,2025-07,Organic,5,0.347
2025-07-12,2025-07,Organic,3,0.396
2025-07-12,2025-07,Meta,54,0.608
2025-07-12,2025-07,Organic,10,0.44
2025-07-12,2025-07,Google Ads,33,0.441
2025-07-12,2025-07,Affiliate,17,0.545
2025-07-12,2025-07,Email,4,0.404
2025-07-12,2025-07,Google Ads,37,0.38
2025-07-12,2025-07,Email,4,0.47
2025-07-13,2025-07,Affiliate,4,0.617
2025-07-13,2025-07,Email,12,0.435
2025-07-13,2025-07,Organic,4,0.426
2025-07-13,2025-07,Affiliate,7,0.704
2025-07-13,2025-07,Meta,56,0.52
2025-07-13,2025-07,Organic,4,0.419
2025-07-13,2025-07,Email,3,0.471
2025-07-13,2025-07,Organic,1,0.426
2025-07-13,2025-07,Google Ads,64,0.502
2025-07-14,2025-07,Meta,37,0.558
2025-07-14,2025-07,Organic,13,0.396
2025-07-14,2025-07,Google Ads,74,0.547
2025-07-14,2025-07,Affiliate,11,0.516
2025-07-14,2025-07,Email,4,0.445
2025-07-14,2025-07,Meta,32,0.502
2025-07-14,2025-07,Google Ads,61,0.405
2025-07-14,2025-07,Email,7,0.366
2025-07-14,2025-07,Affiliate,12,0.603
2025-07-15,2025-07,Google Ads,32,0.568
2025-07-15,2025-07,Google Ads,39,0.503
2025-07-15,2025-07,Organic,7,0.458
2025-07-15,2025-07,Meta,55,0.57
2025-07-15,2025-07,Google Ads,34,0.454
2025-07-15,2025-07,Affiliate,10,0.666
2025-07-15,2025-07,Email,11,0.475
2025-07-15,2025-07,Affiliate,6,0.672
2025-07-15,2025-07,Affiliate,4,0.697
2025-07-16,2025-07,Affiliate,12,0.704
2025-07-16,2025-07,Email,8,0.436
2025-07-16,2025-07,Meta,34,0.573
2025-07-16,2025-07,Organic,3,0.378
2025-07-16,2025-07,Google Ads,44,0.486
2025-07-16,2025-07,Google Ads,30,0.409
2025-07-16,2025-07,Meta,38,0.66
2025-07-16,2025-07,Email,3,0.385
2025-07-16,2025-07,Affiliate,7,0.664
2025-07-17,2025-07,Organic,4,0.358
2025-07-17,2025-07,Google Ads,61,0.487
2025-07-17,2025-07,Meta,77,0.579
2025-07-17,2025-07,Organic,5,0.473
2025-07-17,2025-07,Email,15,0.413
2025-07-17,2025-07,Affiliate,7,0.558
2025-07-17,2025-07,Affiliate,10,0.6
2025-07-17,2025-07,Affiliate,7,0.684
2025-07-17,2025-07,Organic,5,0.403
2025-07-18,2025-07,Google Ads,24,0.5
2025-07-18,2025-07,Organic,13,0.366
2025-07-18,2025-07,Google Ads,31,0.502
2025-07-18,2025-07,Meta,40,0.591
2025-07-18,2025-07,Email,3,0.455
2025-07-18,2025-07,Email,5,0.366
2025-07-18,2025-07,Affiliate,7,0.572
2025-07-18,2025-07,Meta,18,0.667
2025-07-18,2025-07,Affiliate,6,0.575
2025-07-19,2025-07,Google Ads,104,0.498
2025-07-19,2025-07,Organic,6,0.469
2025-07-19,2025-07,Organic,2,0.318
2025-07-19,2025-07,Meta,17,0.601
2025-07-19,2025-07,Email,4,0.473
2025-07-19,2025-07,Meta,24,0.556
2025-07-19,2025-07,Affiliate,7,0.671
2025-07-19,2025-07,Affiliate,4,0.602
2025-07-19,2025-07,Email,6,0.526
2025-07-20,2025-07,Affiliate,8,0.663
2025-07-20,2025-07,Email,8,0.342
2025-07-20,2025-07,Meta,26,0.597
2025-07-20,2025-07,Organic,2,0.307
2025-07-20,2025-07,Google Ads,58,0.446
2025-07-20,2025-07,Organic,3,0.306
2025-07-20,2025-07,Meta,27,0.576
2025-07-20,2025-07,Affiliate,6,0.608
